15710000	15720000	119.185265
15580000	15710000	61.69943
15710000	15750000	55.192764
15620000	15710000	40.209167
16920000	16930000	25.888395
15570000	15710000	24.934866
15800000	16220000	23.424822
15530000	15710000	21.130375
15570000	15580000	20.784016
15560000	15570000	18.921331
15710000	15820000	18.901087
15580000	16940000	18.728003
15580000	15800000	18.459381
15770000	15780000	18.078058
16920000	16940000	17.920176
15820000	15830000	17.764616
15530000	15580000	16.598444
15510000	15580000	15.540689
15410000	15460000	14.948849
15370000	15380000	14.800217
15780000	15800000	14.713371
15580000	15750000	14.45177
15780000	16930000	13.835463
15800000	15830000	13.5019245
15720000	15750000	13.114954
17390000	17400000	11.205172
15460000	15470000	10.811254
15570000	15780000	10.408089
15750000	15780000	10.239141
15720000	15800000	10.051113
16900000	16920000	9.800831
15620000	15720000	9.554538
16900000	17220000	9.15095
15830000	16940000	9.132269
15530000	15570000	8.944004
15580000	15720000	8.796643
15060000	15070000	8.723521
17380000	17390000	8.507212
15750000	15770000	8.299991
15450000	15460000	8.159813
17370000	17380000	8.070899
15360000	15370000	7.9858685
15580000	15830000	7.8778424
15770000	16220000	7.8495445
15060000	15380000	7.7824974
15430000	15460000	7.7481456
15470000	15580000	7.4810724
17380000	17400000	7.411111
15410000	15430000	7.218254
15770000	15800000	7.0677705
15580000	15620000	7.018958
15060000	15460000	6.8505716
15580000	16900000	6.8284287
15780000	15820000	6.5746017
15830000	16930000	6.34815
15780000	15830000	6.279171
15580000	15770000	6.18565
15360000	15380000	6.081728
16630000	16930000	5.937884
15060000	15470000	5.8355994
15180000	15190000	5.78318
15780000	17220000	5.7522693
15560000	15720000	5.7301474
15800000	15820000	5.6548724
15560000	15780000	5.5920696
15750000	16940000	5.584332
15460000	15530000	5.5140767
15720000	15820000	5.389552
15180000	15380000	5.2666607
15560000	15580000	5.261854
15460000	15560000	5.2440343
15410000	15470000	5.209382
15510000	15560000	5.061615
15180000	15430000	5.029838
15570000	15770000	4.9996686
16630000	17220000	4.937501
15380000	15450000	4.8643513
15060000	15450000	4.7529106
15380000	15430000	4.7396317
15770000	15820000	4.737301
15720000	15780000	4.674345
15510000	15750000	4.6339364
15060000	15370000	4.6140165
15060000	15360000	4.5710754
15820000	16630000	4.514685
15570000	16630000	4.4669285
17370000	17390000	4.4452353
15510000	15800000	4.439228
16460000	16630000	4.4151797
15580000	15780000	4.292337
15470000	15800000	4.2739654
15570000	15620000	4.2549043
15430000	15470000	4.2001204
15430000	15450000	4.1810575
15450000	15720000	4.054948
15070000	15370000	4.029266
15620000	15800000	4.009958
15070000	15380000	3.9921699
15510000	15530000	3.9916978
15820000	16930000	3.9880955
15450000	15470000	3.9399636
15460000	15510000	3.8720145
15180000	15370000	3.8658907
15190000	15380000	3.855421
15370000	15470000	3.7662065
15620000	15820000	3.762845
15750000	15820000	3.6893125
15580000	16630000	3.684358
15060000	15430000	3.6754348
15460000	16630000	3.6718802
15450000	15560000	3.6382985
15830000	16630000	3.593181
15410000	16920000	3.588161
15360000	15460000	3.5689757
15570000	15720000	3.5550275
15070000	15450000	3.5216854
16920000	17380000	3.5193949
15720000	15770000	3.3680797
15620000	16920000	3.3580987
15180000	15510000	3.2317495
15750000	17220000	3.2278636
15450000	15530000	3.1880443
15190000	15370000	3.1837475
15570000	15830000	3.183708
15530000	15770000	3.1776252
15510000	15570000	3.1402645
16630000	16900000	3.1145308
15180000	15470000	3.1114388
15060000	15560000	2.985092
15470000	15780000	2.9814596
16930000	17380000	2.963856
15190000	15430000	2.9587958
15530000	15780000	2.9400172
15380000	15470000	2.9319181
15380000	15560000	2.7495747
15580000	17390000	2.7129424
15470000	15510000	2.6986432
15380000	16220000	2.6782176
15430000	15580000	2.5914917
15410000	15530000	2.5684857
15060000	15180000	2.541236
15530000	16630000	2.5235848
15470000	17220000	2.5063934
15430000	15510000	2.492873
15360000	15470000	2.4874368
15530000	15750000	2.474669
15580000	15820000	2.474547
15070000	15180000	2.4713552
15180000	15720000	2.4390638
17370000	17400000	2.4244747
15560000	16630000	2.3999965
15830000	16460000	2.3601189
15370000	15580000	2.323765
15370000	15460000	2.3158953
16900000	17390000	2.2933552
15560000	15620000	2.2860804
15070000	15360000	2.2579691
15180000	15580000	2.2397323
15370000	15410000	2.1575124
15370000	15450000	2.1423502
15060000	15410000	2.127355
15190000	15450000	2.125658
15380000	15460000	2.103359
15800000	17380000	2.101282
15620000	15750000	2.0929189
15060000	15190000	2.0928304
15820000	16900000	2.0918305
15780000	16920000	2.0535944
15470000	15720000	2.036718
15560000	15770000	2.014671
15380000	15410000	1.9595113
15780000	16630000	1.9577876
15570000	15750000	1.9468195
15190000	15530000	1.8951017
15510000	15830000	1.894513
15800000	17370000	1.8903897
15620000	15780000	1.864861
15360000	15530000	1.8396461
15070000	15510000	1.8372684
15530000	15620000	1.8028517
15530000	15560000	1.802042
15360000	15580000	1.7905521
16630000	16920000	1.7627174
15360000	15510000	1.7224128
15190000	15410000	1.7125616
15430000	15560000	1.6881018
15510000	15620000	1.6879631
15470000	15750000	1.6730347
15530000	16460000	1.6575731
15580000	17370000	1.6544521
15360000	15450000	1.6507648
